TransactionID,AccountID,TransactionAmount,DeviceID,IP Address,MerchantID,CustomerAge,TransactionDuration,LoginAttempts,AccountBalance
496,39,634.86,151,1229426104,9,27,45,1,588.5
497,114,286.5,602,16128130153,97,30,60,1,8517.95
498,326,322.96,275,13529211116,33,76,168,1,2401.59
499,450,654.48,277,14811215127,47,19,114,1,6776.41
500,325,157.97,635,8923788251,9,48,140,1,5529.92
501,433,120.9,195,20013614693,74,40,52,1,9009.42
502,284,254.77,216,16128130153,31,57,57,1,5994.87
503,103,795.96,283,5425224933,14,65,119,1,5468.58
504,80,149.25,604,3771146,67,39,142,1,5677.52
505,52,3.42,484,1.51247E+11,92,43,158,1,14180.21
506,95,68.19,589,13414085231,26,40,189,1,9895.1
507,327,493.42,474,2814972129,39,39,111,1,2232.84
508,491,37.57,422,17313578201,48,57,42,1,7739.54
509,353,127,24,1.54138E+11,15,19,68,5,431.16
510,266,96.89,295,1.36105E+11,5,59,53,1,6044.93
511,167,448.33,452,1.42148E+11,31,25,161,1,922.19
512,153,1116.48,633,16475163220,57,51,55,1,447.53
513,12,8.65,309,20013614693,37,48,273,1,10778.35
514,469,65.57,649,119876182,39,41,82,1,7513.79
515,127,539.81,632,5119687214,64,46,177,1,2051.25
516,480,363.53,131,13414085231,68,63,142,1,1038.91
517,92,64.9,165,4524689225,43,51,72,1,6854.61
518,122,358.18,650,1001981654,28,18,157,1,619.86
519,67,167.2,2,5667227142,36,30,84,1,11320.83
520,14,121.91,264,13529211116,15,60,133,1,14510.8
521,98,137.57,218,401025102,67,54,70,1,5103.67
522,345,534.62,354,17834103183,7,55,45,1,13793.53
523,360,463.92,533,19910332145,10,50,199,1,2403.39
524,43,320.14,141,8318221168,21,60,96,1,3075.97
525,295,214.93,38,23255214209,38,28,52,1,7835.4
526,313,660.02,462,777223184,53,20,84,1,414.43
527,173,345.81,417,19182103198,99,40,135,1,6116.8
528,364,143.54,432,83207115164,96,71,80,1,6067.62
529,339,42.55,34,401929927,13,53,29,1,7341.43
530,265,1063.25,29,87507269,70,21,128,1,1240.71
531,369,541.79,558,93169212219,98,22,125,1,1454.08
532,33,40.57,380,17325244183,96,26,63,1,1476.91
533,77,120.24,570,492937185,87,18,131,2,1943.13
534,437,498.67,690,896100149,36,28,244,1,1719.97
535,152,227.22,350,1.97187E+11,74,53,220,1,832.82
536,161,1182.86,673,962489146,50,30,34,1,7696.16
537,125,56.94,542,698261135,43,76,74,1,7004.63
538,311,629.82,198,17877140,56,68,159,1,6385.69
539,183,59.44,479,6415066,2,35,176,1,5472.03
540,407,186.69,546,1.62151E+11,15,30,54,1,8602.22
541,93,230.46,401,59132247252,3,19,179,1,162.53
542,314,65.09,434,14491150133,66,44,159,1,9370.9
543,467,457.09,278,219715492,33,55,63,1,8570.82
544,316,552.02,61,1.56173E+11,48,44,100,1,522.08
545,145,377.12,321,11256160202,49,34,61,1,836.67
546,45,204.56,94,4419712659,13,18,179,1,364.72
547,5,420.28,677,1101501201,2,35,144,1,8557.32
548,456,97.09,164,2212064463,52,24,202,4,1579.57
549,41,124.59,37,8523923680,25,27,171,1,129.29
550,257,73.88,611,1.42148E+11,15,39,34,1,6474.41
551,356,77.43,403,10013790188,47,21,169,1,1380.21
552,465,106.16,673,4889167189,98,56,277,4,7487.79
553,158,245.93,96,21998242240,54,54,172,1,7986.63
554,86,622.41,680,1.34222E+11,100,64,125,1,7322.01
555,322,43.73,631,194887954,11,34,145,1,9929.43
556,433,1282.86,388,6225117072,70,19,68,1,1830.98
557,83,2.03,271,11286148212,12,33,28,1,3012.31
558,402,770.65,119,16116126115,16,31,137,1,7198.8
559,317,260.31,404,1.95226E+11,65,63,113,1,10980.38
560,30,356.1,441,167164550,43,26,187,1,868.35
561,114,27.07,46,52169116164,4,80,39,1,3773.29
562,301,119.89,13,16679195157,4,67,60,1,6697.77
563,216,106.39,485,2114290,3,37,281,1,9410.99
564,223,12.04,535,31127129152,53,37,58,1,6213.32
565,413,365.7,51,81248235147,45,21,115,2,368.78
566,86,29.38,53,13923212102,64,28,63,1,1663.31
567,216,319.85,589,21931152129,83,60,148,1,711.66
568,240,350.14,182,1.61168E+11,48,75,38,1,2403.25
569,298,163.94,352,15448233165,41,52,73,1,5957.37
570,460,170.53,140,15813564240,89,24,58,1,801.01
571,424,262.22,6,1.77116E+11,80,40,136,1,5711.71
572,434,41.49,422,327125058,27,24,13,1,928.33
573,471,121.43,244,17110113474,62,52,243,1,7365.28
574,461,350.46,79,15223465155,23,51,165,1,5839.38
575,188,220.41,574,1.33223E+11,59,26,155,1,5116.98
576,13,33.46,617,18924813991,3,72,111,1,3641.07
577,345,104.79,531,80247683,39,70,223,1,1352.19
578,13,246.27,102,14491150133,58,29,141,1,7299.86
579,296,48.85,645,68254244208,49,19,176,1,1503.56
580,192,332,101,19723128119,38,69,17,1,5943.13
581,378,118.1,23,1102431436,71,54,167,1,895.66
582,205,84.59,560,1.5214E+11,4,67,10,1,5669.1
583,475,295.64,225,17022523251,21,21,82,1,1061.96
584,22,514.33,478,21854207160,17,25,160,1,1592.94
585,150,992.17,205,90111245138,7,43,169,1,6215.96
586,362,94.59,270,478277181,85,39,34,1,6171.89
587,170,80.43,483,1574711420,14,59,157,1,5987.67
588,429,54.25,353,51250122123,42,68,37,1,14783.33
589,418,178.88,101,38210156148,26,76,93,4,4708.29
590,144,518.85,100,7354203165,38,22,82,1,1806
591,449,10.65,484,3816640246,81,54,161,1,13240.72
592,57,198.62,378,974209133,79,27,84,1,1196.07
593,426,107.03,628,2212315887,38,27,73,1,1408.07
594,39,139.57,222,1330106126,30,19,263,3,271.78
595,51,312.47,658,2.07157E+11,33,49,148,4,9419.27
596,471,346.11,362,1309220149,7,41,213,1,9551.64
597,39,138.06,188,113219328,99,44,159,1,1070.47
598,274,158.02,32,6015312480,26,49,120,1,9374.24
599,95,830.01,559,525294135,71,66,96,1,4253.18
600,211,435.5,461,10191172154,8,55,112,1,6981.03
601,184,110.49,449,1875220018,68,57,48,1,10483.93
602,436,329.4,692,1.04155E+11,17,34,68,1,9588.07
603,107,635.4,2,21597143157,18,47,106,1,1238.11
604,203,769.97,393,2412974189,58,22,23,1,1244.93
605,398,175.07,379,14712514341,91,26,169,1,1040.25
606,312,7.31,60,1.6016E+11,28,78,282,1,5757.67
607,225,175.15,367,1651235240,90,27,32,1,1712.65
608,150,32.54,8,410118938,22,25,183,4,1544.88
609,413,121.82,542,40198240246,32,60,119,1,13293.83
610,479,56.12,431,11167243171,49,30,102,1,8839.67
611,78,424.7,66,561161890,32,56,178,1,6239.89
612,242,35.16,75,1.95237E+11,29,32,130,1,8459.18
613,149,35.73,693,2056966135,28,65,87,1,9073.17
614,84,3.44,389,45647486,4,78,108,1,7561.33
615,466,1342.25,643,2814972129,32,21,235,1,694.03
616,359,139.03,359,14712514341,76,50,81,1,2276.57
617,23,254.92,88,19824183157,64,28,169,1,2791.12
618,366,115.11,632,19016416079,11,28,139,1,9808.97
619,170,171.11,172,55154161250,84,57,171,1,6324.09
620,130,168.54,467,11910589125,64,70,142,2,13406
621,183,420.76,329,760164168,54,51,76,1,6581.55
622,219,408.46,669,20195180152,58,64,28,1,3140.79
623,354,1162.42,153,6215213492,9,30,45,1,10357.26
624,290,342.17,532,91204200167,33,21,247,1,461.83
625,425,580.71,203,1153082168,46,53,95,1,5670
626,370,821.54,142,19111192175,44,79,36,1,4040.32
627,454,253.47,388,81248235147,77,20,238,1,220.51
628,403,22.81,65,8110223041,83,62,75,1,3634.76
629,358,266.57,58,1409412372,26,39,96,1,7180.48
630,296,374.61,56,3412522663,79,75,37,1,1389.71
631,393,339.35,99,19723128119,84,78,70,1,5002.7
632,223,810.36,393,13923212102,81,20,67,1,9239.12
633,487,9.83,54,21098198143,4,24,86,1,666.42
634,215,135.57,225,14711962178,73,51,116,1,11351.64
635,275,340.05,196,16358140206,38,43,37,1,7234.15
636,482,283.45,399,1281632183,39,27,127,1,2049.51
637,357,100.99,466,1.09105E+11,78,68,114,1,8865.27
638,26,90.88,449,1.96244E+11,71,18,176,1,3908.47
639,416,655.15,626,11167243171,83,26,264,1,5587.44
640,58,320.55,549,1996127153,41,50,118,1,438.75
641,170,41.51,688,1651235240,84,28,48,1,609.6
642,262,71.53,420,1118875155,30,68,39,1,2393.73
643,32,467.13,25,1.62151E+11,96,54,45,1,3914.84
644,131,235.4,141,7310876238,38,28,70,1,818.36
645,176,159.32,446,37227215145,33,18,100,1,304.44
646,139,50.83,421,19016416079,76,30,48,1,9553.42
647,56,56.89,120,31127129152,62,59,56,1,3034.67
648,276,20.22,123,17022523251,3,43,138,1,5515.32
649,447,50.4,565,4419712659,79,36,84,1,1677.01
650,143,73.88,405,13414085231,9,53,131,1,4055.55
651,139,119.61,102,99205173118,17,33,53,1,9899.94
652,208,1241.05,105,1569613518,89,18,129,1,756.74
653,426,116.58,646,201476179,38,43,247,1,2620.74
654,423,1919.11,191,2.07157E+11,33,30,161,1,11090.24
655,381,391.96,452,1216714420,32,64,79,1,2174.16
656,458,156.26,134,5119687214,59,46,160,1,7854.1
657,14,427,629,1833994209,65,49,163,1,8253.65
658,71,443.68,400,169415546,12,18,137,1,874.15
659,54,101.76,374,7869172205,71,31,26,1,6043.25
660,182,67.57,498,1653558173,93,37,107,1,2766.12
661,257,326.29,184,644165160,25,56,179,1,8171.26
662,6,158.56,27,2.18238E+11,87,33,100,1,5401.21
663,424,56.02,455,81248235147,3,27,142,1,3548.02
664,131,288.28,127,19125177160,87,27,36,1,160.83
665,133,245.67,97,3771146,88,24,107,1,752.25
666,393,152.18,637,4024494218,93,39,176,4,2459.84
667,361,114.35,264,1932211559,25,41,21,1,469.12
668,92,373.27,90,35672123,53,61,79,1,8441.61
669,49,504.63,129,772115075,68,60,168,1,3806.16
670,23,126.22,94,923041239,81,46,77,4,6133.41
671,323,820.15,281,131886274,93,47,181,1,8802.97
672,372,986.81,93,14576108,39,68,127,1,14881.77
673,497,8.37,425,14321247226,11,63,135,1,1106.34
674,130,197.49,649,16767137223,7,53,30,1,5005.33
675,34,637.97,646,10416521358,66,58,90,1,7949.03
676,286,13.52,584,16767137223,1,26,65,1,259.77
677,232,432.1,264,1828441229,48,49,240,1,2114.3
678,182,375.17,226,1121961219,53,51,66,2,5495.3
679,136,642.68,269,561161890,34,50,94,1,8461.46
680,101,78.44,476,352465310,33,52,292,1,6870.84
681,328,139.72,516,21998242240,33,49,201,1,5058.83
682,356,499.99,100,923041239,46,31,296,1,8885
683,312,10.07,494,239220575,29,24,49,1,530.81
684,242,120.62,24,1.34222E+11,87,23,85,1,9379.53
685,123,578.49,463,194887954,32,59,180,1,6475.13
686,71,119.3,597,90111245138,58,34,22,5,319.04
687,370,280.92,320,1201709369,48,41,168,1,5298.85
688,330,42.42,68,619576233,42,21,102,1,490.57
689,218,77.03,681,1216714420,30,67,259,1,11310.27
690,437,22.59,48,11311581178,60,62,45,1,3988.75
691,287,568.76,221,6319117141,97,51,155,1,7484.32
692,418,25.94,232,42219228159,3,58,211,5,4815.11
693,465,105.94,532,1.60212E+11,74,51,207,1,5963.1
694,11,733.29,618,1651235240,32,52,94,5,10427
695,432,350.15,234,11167243171,52,21,195,1,296.47
696,240,1151.18,208,72192101196,55,65,105,1,1100.06
697,497,183.67,187,777223184,85,19,238,1,910.26
698,26,278.27,141,872343648,27,29,123,1,6684.34
699,277,470.3,695,4111046150,91,40,88,1,8524.09
700,116,261.69,117,197523107,42,53,84,1,5126.65
701,367,365.04,232,8622059252,3,22,94,1,873.89
702,30,211.1,653,1922876177,70,57,136,1,7059.77
703,111,21.49,108,6043160195,50,58,240,1,11991.24
704,220,63.58,81,16312970210,93,18,199,1,8086.04
705,295,321.86,554,1.41241E+11,5,63,167,1,12626.49
706,137,12.11,577,57141198111,38,75,127,1,1730.28
707,4,642.54,663,16679195157,25,44,28,1,3143.17
708,442,210.45,547,14491150133,11,27,146,1,1242.49
709,201,313.65,288,57232212116,17,55,173,1,1886.36
710,462,99.76,501,3816413263,39,26,131,1,416.89
711,390,115.32,663,211457544,75,53,113,1,5929.08
712,297,33.61,116,14218468230,14,23,72,1,479.08
713,173,498.59,604,93169212219,32,33,32,1,5862.99
714,382,98.81,430,38210156148,47,27,91,1,797.1
715,175,1.87,165,30229179194,14,65,147,1,7287.94
716,35,78.92,118,1498410818,75,59,95,1,5624.86
717,219,194.29,307,1606510137,59,39,10,1,2988.41
718,416,28.73,384,935244101,16,53,185,1,2712.96
719,467,105.53,3,53131194183,26,24,88,1,1433.66
720,465,737.34,41,9314625120,6,30,34,1,7336.56
721,102,237.86,274,13573131111,44,18,210,1,475.63
722,119,409.61,618,19723128119,24,65,89,1,11698.15
723,418,75.53,597,5425224933,9,21,157,1,1034.35
724,237,72.75,413,10513615629,67,64,15,1,12042.79
725,279,39.11,241,19612124010,52,26,143,1,518.54
726,67,1309.79,251,3200166167,4,23,139,1,1258.93
727,43,729.38,443,99205173118,93,68,90,1,9127.65
728,12,137.49,159,426110112,40,34,50,1,4471.05
729,244,504.71,9,2414892177,60,29,61,1,6214.54
730,395,371.47,661,327125058,97,24,58,1,1187.04
731,253,430.35,96,2.17233E+11,7,36,205,1,354.9
732,394,230.32,272,49174157140,15,35,56,1,791.46
733,457,121.71,674,77208193198,15,52,140,1,5878.89
734,46,98.87,58,21931152129,60,20,179,1,533.2
735,11,117.55,88,410118938,46,24,35,1,897.94
736,45,244.64,172,66255716,72,30,103,1,9159.56
737,181,321.93,83,4524113208,92,45,12,1,4392.73
738,149,1092.73,688,568980133,64,58,11,1,1390.98
739,288,283.23,695,1466970214,61,40,98,1,2008.77
740,14,346.65,77,4398242106,62,30,60,1,6356.96
741,153,381.62,670,1.87223E+11,97,64,164,1,6009.12
742,164,388.65,284,4024494218,65,76,43,1,7896.85
743,159,29.22,432,4467137125,68,24,151,1,1649.43
744,360,46.75,469,1.96244E+11,78,67,150,1,2840.43
745,326,348.64,221,1.34222E+11,98,57,128,1,3274.96
746,110,319.17,444,728148225,88,73,81,1,6501.56
747,110,73.95,337,62041107,12,26,76,1,363.92
748,257,389.63,645,1551403342,100,27,99,1,9748.48
749,145,217.61,172,216324105,25,19,45,1,1404.53
750,455,199.84,330,481999211,82,21,150,1,706.44
751,282,56.35,266,16679195157,33,44,75,1,5095.73
752,45,248.95,454,38210156148,68,65,29,1,3059.79
753,390,142.58,647,13923212102,48,33,145,1,7844.23
754,32,1020.73,676,16679195157,87,28,87,1,1119.61
755,153,84.34,493,20013614693,39,58,248,3,5313.97
756,460,1607.55,70,9437250128,31,31,156,1,6227.99
757,154,333.78,444,493118682,57,60,98,1,6810.94
758,190,332.59,163,1664154117,60,55,143,1,1457.07
759,156,236.81,274,18916817241,13,22,15,1,813.68
760,5,417.8,630,493118682,66,27,130,1,1518.82
761,126,319.27,172,2119788141,52,50,150,1,10269.78
762,201,384.1,497,19910332145,4,42,172,1,672.79
763,165,820.62,622,478277181,84,61,158,1,6024.8
764,420,474.77,46,1.04155E+11,73,56,50,1,2158.59
765,329,542.72,573,3486220205,100,43,92,1,6011.8
766,37,79.8,477,18919867252,70,73,76,1,6372.58
767,293,46.24,590,8015514197,43,57,52,1,2569.56
768,481,327.8,517,90111245138,54,61,54,1,10585.48
769,233,445.79,308,2.07157E+11,52,52,161,1,717.99
770,235,55.89,461,1.7523E+11,26,72,150,1,3689.65
771,324,158.41,122,18822520771,13,28,16,1,1512.16
772,29,101.19,524,8015514197,33,64,75,1,14389.45
773,93,827.14,645,21597143157,18,36,265,4,9800.21
774,141,61.97,487,1022322450,56,74,95,1,7014.69
775,61,27.21,700,2814972129,50,79,102,1,3520.61
776,92,173.74,127,16117741214,74,80,64,1,4913.42
777,354,176.11,566,8622059252,91,38,105,1,9155.35
778,358,88.4,112,1121961219,65,46,174,1,2567.53
779,78,567.92,358,21320762176,42,53,14,1,3779.47
780,13,138.11,227,201476179,1,68,104,1,4177.65
781,30,456.93,587,21467148245,6,28,193,1,7284.76
782,74,101.42,195,11256160202,36,66,146,1,6530.59
783,399,300.61,86,1653558173,6,44,51,1,7895.54
784,323,265.94,581,106244147,85,54,132,1,6781.3
785,107,345.54,54,21597143157,50,29,50,1,2091.78
786,211,411.52,494,5217830,23,41,88,1,11108.39
787,297,111.21,401,2161516440,76,35,111,1,9088.36
788,102,316.37,599,21883294,88,53,86,1,4671.69
789,196,260.63,564,3613239172,5,37,142,1,7534.73
790,342,92.36,598,3200166167,92,29,144,1,6353.14
791,27,262.06,408,44733217,29,63,118,1,13587.52
792,339,64.5,76,1872115111,62,74,230,1,1351.24
793,468,253.55,112,418255163,7,28,85,5,2797.26
794,262,408.28,638,1.42148E+11,28,21,125,3,1222.77
795,425,175.94,438,47167178158,44,57,89,1,3728.04
796,161,199.47,585,8288241226,41,57,142,1,6067.44
797,417,51.07,114,16219821892,17,63,133,1,4292.16
798,208,435.86,471,14712514341,75,56,134,1,3801.82
799,304,74.73,566,921808150,9,64,162,1,6353.22
800,166,182.79,499,35736798,13,23,14,1,1251.85
801,279,628.36,415,19612124010,5,44,108,1,11869.71
802,114,268.39,224,8110223041,21,29,177,1,9409.43
803,411,362.27,73,6916014157,51,80,47,1,6003.59
804,380,560.15,493,93169212219,59,50,92,1,817.83
805,272,351.99,513,1517670194,1,80,45,2,3663.64
806,202,132.36,203,41010107,94,28,160,1,319.65
807,53,24.77,449,2233270156,2,40,17,1,478.23
808,316,668.67,682,184592872,19,44,143,4,13446.81
809,422,80.24,604,1909263219,16,53,58,1,8012.81
810,83,8.65,105,2.17233E+11,60,68,198,1,4201.22
811,125,178.91,41,35672123,35,18,19,1,8870.89
812,227,115.22,185,760164168,63,27,108,1,906.2
813,292,161.63,626,3486220205,77,46,276,1,9286.37
814,319,542.75,641,8211519937,45,70,63,1,2224.08
815,431,317.47,60,1.19163E+11,83,67,16,1,14639.28
816,365,280.99,374,11167243171,96,45,29,1,9733.59
817,50,24.19,99,1861352148,61,29,28,1,2756.2
818,129,586.85,515,18719917827,14,36,86,1,6655.15
819,366,372.41,362,21412513188,88,55,143,1,3233.87
820,452,63.17,647,1.13137E+11,39,20,148,1,1676.57
821,339,383.69,133,10724812012,64,54,285,1,8371.11
822,389,247.17,81,568980133,96,65,149,1,2611.64
823,188,48.78,71,112222029,6,18,136,1,552.06
824,39,4.15,214,1664154117,19,60,119,1,6017.36
825,319,60.99,651,550152168,37,34,58,1,7281.46
826,77,408.19,369,192013234,38,26,241,1,6847.47
827,131,524.6,593,44733217,2,58,76,1,13017.7
828,180,108.96,240,493118682,70,26,247,1,7597.66
829,249,70.03,5,1932211559,73,63,49,1,7330.31
830,454,124.84,640,1872115111,51,52,79,1,6711.78
831,76,324.04,642,10112014250,43,54,30,1,2248.06
832,386,39.69,539,21998242240,89,70,163,1,3524.68
833,444,157.7,75,2119011223,19,58,46,1,8332.58
834,307,81.27,228,20195180152,51,22,68,1,1814.48
835,397,193.82,531,16128130153,42,37,176,1,3886.77
836,78,16.73,660,2054523442,22,79,165,1,7591.13
837,348,474.05,643,2412974189,31,57,214,1,1484.31
838,169,39.21,59,10587212115,93,66,245,4,9385.57
839,7,637.75,561,18457159204,28,79,152,1,4202.92
840,9,153.59,270,20412080105,1,66,174,1,4813.12
841,65,186.6,554,18418520972,86,18,139,1,9716.68
842,362,644.08,377,57232212116,18,24,55,1,1980.62
843,444,226.66,644,169415546,1,41,168,1,10216.25
844,106,305,608,19910332145,3,22,222,1,944.83
845,241,233.1,472,3816413263,11,42,37,1,7469.2
846,92,793.13,518,1.73232E+11,35,68,76,1,13389.16
847,173,224.19,266,46150175171,17,52,93,1,8475.47
848,363,214.83,228,2054523442,9,23,63,1,991.69
849,185,163.46,150,39129125110,37,63,111,1,6953.8
850,370,194.99,442,1.73232E+11,97,34,91,1,1370.03
851,124,23.4,79,745816567,27,46,175,4,14851.28
852,412,227.5,227,13414085231,55,34,277,1,11505.35
853,68,259.9,551,14200197126,83,26,100,1,914.28
854,321,59.51,263,8622059252,86,36,55,1,9955.88
855,302,50.63,314,923041239,45,64,143,1,4732.81
856,217,1074.95,674,1679519152,89,20,91,1,530.86
857,298,112.94,265,1.4216E+11,91,73,31,1,3807.84
858,327,11.81,295,961621185,72,21,131,1,320.25
859,54,329.14,156,62041107,18,55,14,1,12033.92
860,403,154.24,129,21998242240,49,61,82,1,6109.55
861,397,233.44,334,3721385222,37,20,297,1,1691.88
862,383,141.8,46,1844253143,88,18,116,1,1697.67
863,450,209.03,371,1752104787,12,55,126,1,8359.5
864,86,1137.63,494,21320762176,74,26,144,1,1629.12
865,156,261.14,218,1861352148,40,42,162,1,6100.08
866,418,101.81,209,1.60212E+11,87,45,105,1,13872.03
867,263,98.71,276,79227202117,70,32,117,1,10095.23
868,9,87.38,356,3200166167,54,21,252,1,1504.99
869,436,83.39,69,13573131111,42,32,158,1,13182.11
870,399,267.55,138,1709915217,84,46,40,1,4330.04
871,182,870.05,98,809035146,77,29,39,1,905.25
872,482,154.32,55,8244162185,15,38,269,1,6972.5
873,475,164.51,105,18924813991,56,78,110,1,3553.69
874,253,758.12,413,1.79132E+11,28,69,90,1,6164.65
875,376,103.76,667,794717619,85,28,188,1,9626.14
876,58,583.92,429,321698841,24,55,139,1,6364.14
877,304,204.06,685,15023120169,69,77,159,1,4351.83
878,35,53.51,671,13617214977,30,56,165,1,5773.5
879,366,1108.46,353,4889167189,46,30,262,1,9257.04
880,362,52.95,652,1.48234E+11,61,68,14,1,6335.58
881,94,120.17,52,47167178158,23,49,105,1,5403.79
882,225,220.8,532,1022322450,21,31,28,1,8135.31
883,474,119.01,418,14200197126,69,45,87,1,9798.26
884,448,183.32,450,16220777170,41,21,74,1,137.42
885,439,858.88,389,146531647,85,60,227,1,7015.46
886,133,11.46,315,131886274,92,41,128,1,2356.71
887,480,61.37,74,57141198111,1,75,164,1,4294.44
888,265,103.08,304,66255716,96,49,150,1,9251.38
889,176,1.21,369,9611567230,39,55,196,1,7542.74
890,278,425.18,496,779219322,51,26,172,1,9880.71
891,216,60.96,90,18418520972,65,52,238,1,6189.24
892,431,64.21,527,1.34222E+11,28,51,37,1,12540.18
893,63,523.02,689,1.2418E+11,10,53,83,1,4586.11
894,90,50.26,268,5217830,55,65,164,1,1519.38
895,133,110.08,560,2.07157E+11,59,19,95,1,1447.26
896,357,54.47,434,1909263219,100,23,34,1,1131.42
897,404,79.76,110,22116949152,43,68,115,1,10278.75
898,390,16.79,317,20412080105,23,30,146,1,535.15
899,83,1531.31,319,91204200167,78,18,62,4,859.86
900,161,68.62,44,16767137223,91,29,157,1,13891.47
901,425,157.16,682,1.33223E+11,68,20,280,1,1545.77
902,363,643.38,251,10724720271,44,18,105,1,1046.74
903,385,328.34,245,106244147,14,42,31,1,2840.45
904,45,72.68,697,872343648,72,69,44,1,6216.77
905,480,354.76,135,5425224933,65,51,279,1,10141.92
906,369,793.88,317,8923788251,36,22,252,1,1404.06
907,109,29.22,660,21883294,56,27,69,1,7795.79
908,264,653.97,464,1.41241E+11,67,37,100,1,3886.65
909,76,366.43,69,4024494218,80,21,92,1,1560.45
910,438,120.86,35,1841461088,81,33,162,4,13566.58
911,453,233.74,373,644165160,56,72,142,1,4749.54
912,222,471.84,163,1373378168,80,18,138,1,1044.33
913,179,213.4,203,19873211114,87,73,100,1,2012.24
914,386,254.21,487,1373378168,30,48,46,1,2487.2
915,171,577.73,527,9314625120,33,37,63,1,14977.99
916,336,170.26,445,644165160,53,27,265,1,1969.48
917,272,337.73,480,2.19193E+11,65,78,107,4,7001.2
918,402,330.61,648,1865468246,99,64,113,1,2525.25
919,136,132.33,437,8855149101,4,35,47,1,7457.94
920,280,672.74,33,1696722037,68,46,118,1,5386.52
921,352,74.04,103,18812418112,94,18,66,1,1690.23
922,495,197.18,42,18920224220,11,28,135,1,3114.92
923,61,21.15,484,1593730154,58,70,180,1,3466.74
924,129,218.37,651,14711962178,75,62,105,1,9942.24
925,237,590.01,248,19716255147,44,29,140,3,9791.74
926,230,697.82,377,161258211,92,44,153,1,6824
927,224,302.76,640,2212315887,43,38,88,3,8583.39
928,354,148,530,3816413263,65,20,35,1,1488.65
929,479,22.26,28,211457544,57,19,56,1,5583.88
930,329,0.86,82,1201618617,50,25,139,1,1357.22
931,160,757.1,667,14200197126,71,65,203,1,10553.23
932,50,38.81,285,12032147210,1,25,145,1,1619.6
933,200,76.51,242,20022195243,16,49,120,4,9475.4
934,254,32.46,536,1.56187E+11,92,31,10,1,8656.18
935,456,1022.75,294,19016416079,91,62,158,1,207.74
936,320,20.64,63,19723128119,79,22,59,1,949.38
937,446,662.11,416,1.45246E+11,100,23,219,1,1996.38
938,292,288.77,422,9437250128,25,55,110,1,8836.51
939,111,35.05,589,1.15241E+11,47,30,105,1,14330.47
940,157,214.73,104,57166147242,61,46,26,1,5368.42
941,429,25.38,222,2.01114E+11,24,57,66,1,8616.05
942,182,617.66,116,100440132,36,41,40,1,5906.58
943,166,446.39,102,155371943,19,63,77,1,7863.6
944,5,377.92,360,17943245131,29,33,204,1,2254.71
945,459,11.04,638,1683649167,36,30,43,1,6983.04
946,432,275.46,27,317510519,32,36,67,1,9697.75
947,317,179.76,38,1931902963,39,78,81,1,5909.52
948,377,32.34,622,1769683253,80,44,45,1,7847.62
949,130,273.92,646,1164388219,53,79,109,1,4543.56
950,236,375.45,310,525294135,15,19,32,1,1307.23
951,243,388.98,548,7869172205,5,23,155,1,1819.91
952,17,492.84,514,81248235147,81,25,38,1,577.67
953,295,148.85,441,155371943,21,57,25,1,7802.36
954,187,119.95,292,21432109197,92,62,47,5,2596.61
955,395,391.66,271,1.19163E+11,62,50,103,1,2406.31
956,225,185.99,674,39129125110,26,41,53,1,402.45
957,355,322.48,649,21013614108,66,27,57,1,1238.43
958,217,20.27,649,86103229,65,18,22,1,796.35
959,282,280.61,485,1861352148,85,47,129,3,7888.76
960,477,199.02,359,1479424235,5,61,269,1,4658.89
961,158,104.23,621,1118875155,81,63,108,1,5009.29
962,174,353.59,311,19824183157,46,52,109,5,1822.34
963,124,55.86,211,20013614693,7,39,68,1,5346.46
964,247,10.77,253,37227215145,96,31,178,1,10704.95
965,297,95.55,595,4233101,60,33,51,1,2434.74
966,114,477.07,503,80759266,96,27,278,1,6568.07
967,170,9.1,158,53131194183,47,52,63,1,2791.45
968,185,21.41,92,1.95164E+11,62,57,99,1,658.91
969,487,278.28,38,148421221,97,28,26,1,1346.88
970,280,388.1,653,1019040193,19,73,40,1,3022.12
971,17,215.39,409,19612124010,19,27,216,1,1582.55
972,496,194.37,151,1.6016E+11,24,66,161,1,14395.88
973,304,37.7,344,16767137223,38,20,109,1,1741.1
974,475,19.59,529,17054231239,16,64,122,1,1061.69
975,111,81.35,242,2056966135,28,41,103,1,7192.45
976,316,314.54,168,11623722350,35,58,228,1,9923.45
977,7,466.64,327,131414513,82,58,11,1,10915.11
978,33,397.01,44,921808150,58,22,100,1,719.52
979,453,472.48,149,11359231,99,55,87,1,7128.82
980,147,67.15,661,1919145159,1,59,14,1,9028.49
981,401,102.67,97,21597143157,91,79,119,1,4656.94
982,336,460.09,33,188778372,81,35,146,3,6990.64
983,281,453.49,471,4022619634,88,66,147,1,6366.43
984,82,267.17,638,16117741214,100,26,170,1,1382.62
985,247,111.26,102,1382206184,96,66,43,1,14350.11
986,278,121.17,573,155191190,53,68,158,1,12990.77
987,176,213.28,34,1.56134E+11,88,51,94,1,4835.91
988,159,187.88,34,18919867252,17,60,180,1,2154.58
989,35,471.88,317,13367250163,54,34,141,1,14833.34
990,463,83.79,176,12246170239,31,57,47,1,5061.3
991,339,212.14,269,4467137125,47,72,105,1,7225.06
992,239,99.16,573,8423712696,45,79,202,1,2607.58
993,90,839.33,579,174617754,71,60,86,1,11538.97
